Column1	Column2
1987	 nguyễn duy thông , lê hữu tầng and nguyễn văn nghĩa . tim hiểu chủ nghiã vật biện_chứng . 
1987	886 nguyễn duy trinh .
1987	thơ . in lẩn thứ 1 .
1987	ra_sức tranh_thủ những điểu kiện quôc tề thuận_lợi góp phẩn đẩy_mạnh xây_dựng chủ_nghĩa_xã_hội vá làm tôt nghĩa_vụ quôc tề .
1987	vang krum : tiéu thuyềt . in lần thứ 1 .
1987	 nhà_văn , tư tưỏmg và phong_cách : phê_bình , tiểu_luận . 
1987	những vẫn để kiền tạo học .
1987	nguyễn đinh chiểu : ký niệm lần thứ 160 năm ngày_sinh của nhà_thơ ( 1822 1982 ) .
1987	 nguyễn đình chiểu toàn_tập [ cúa ] ca văn thinh , nguyễn sỹ lâm , nguyễn thạch giang_biên kháo và chú_giải ; lương văn đang biên_tập , nguyễn việt châu trình_bày , v . [ 1 ] 
1987	đoan : tập truyện . in lẩn thứ 1 .
1987	sóng lửa : tập truyện .
1987	đá xanh ờ thung_lũng cháy .
1987	 giềng chim : truyện , 
1987	xưỏmg máy nhò vẫt vả của tôi : tiểu thuyềt .
1987	campuchia ( ca_múa nhạc )
1987	vơ bơ : tiếu thuyẽt . in lẩn thứ 3 . v .
1987	mưa trong rửng cháy : thơ .
1987	nàng kiểu : truyện_dài .
1987	chân_dung tướng ngụy sài gòn .
1987	nguyễn đỗ_vũ
1987	mòi ờ miển bắc việt nam .
1987	trường_ca sư_đoàn .
1987	bẵt khuẫt ; lời_tựa của phạm hủng in lần thứ 1 .
1987	chùm quả mùa dâu : thơ .
1987	ga li lê .
1987	khi đứa con ra_đời : [ tiểu thuyềt ] .
1987	những nhân_vật âỵ đã sông với tôi : hổi ký văn_học . [ hà_nội ] tác_phẩm mới .
1987	chí thêu thành gẵm : truyện_ký .
1987	nổi cớ : truyện .
1987	 nguyễn huệ , king of vietnam , 1752 1792 
1987	 nguyễn huệ , king of vietnam , 1752 1792 
1987	lịch_sử quyển sách và thư_viện .
1987	danh tử cơ_thể_học . nomina anatomica . nomenclature anatomique . v . [ 1 ]
1987	dôc nắng : tiểu thuyềt .
1987	tập_làm_văn và ngữ_pháp .
1987	đưa nông_nghiệp từ sản xuẵt nhỏ lên sán xuẫt lớn xã_hội chủ nghiã .
1987	 truyện hoa_tiên ; đào duy anh , khảo_đính , chú_thích , giới_thiệu . 
1987	 lá_cờ thêu sáu chữ vàng , bia và minh_họa của tạ thúc bình . in lần thứ 4 . 
1987	nguyễn huy tưỏmg tuyến tâp ; lời giới_thiệu của tô hoài .
1987	sông mài vói thủ_đô : tiểu thuyềt . in lãn thư 2 .
1987	phật_giáo việt nam
1987	những ngày cuôi cùng của việt nam cộng_hòa .
1987	chỗ_đứng người kỹ_sư : tiểu thuyêt .
1987	 nhà cứa các dân_tộc ồ  " trung_du bắc_bộ việt nam . "
1987	ngây_thơ : một sô suy_nghĩ vể tâm_lý trẻ_em và giáo_dục . in lẩn thứ 2 .
1987	 từ sinh_lý đen dưỡng_sinh ; hình_vẽ cùa minh kính . in lẩn thứ 2 có sửa_chữa , bổ_sung . 
1987	cách_mạng : kịch .
1987	chiên sĩ : tiểu thuyềt .
1987	chủ_tịch huyện : truyện .
1987	một_vài vần đẽ vể phương_thức lãnh đạọ của đáng trong giai_đoạn mới của cách_mạng .
1987	tiềng việt và dạy đại_học bằng tièng việt . in lẩn thứ 2 .
1987	 nguyễn khánh toàn , đặng thái mai , and phan huy lê . nguyễn trãi ( 1380 1442 ) . 
1987	 thơ nôm yên đổ , tú xương . bảo vân sưu_tầm và chú thich . 
1987	 thơ_văn nguyễn khuyên . xuân diệu giới_thiệu . in lần thứ 2 , có sứa chữa . 
1987	 vụ mùa chưa gặt : tập truyện_ngắn . in lẩn thứ 3 , có sửa_chữa , bổ_sung . 
1987	tuyến truyện không_quân .
1987	động_từ trong tiềng việt .
1987	phát_triển công_nghiệp hàng_tiêu_dùng và công_nghiệp địa_phương .
1987	 nguyên lân dũng , sứ dụng vi_sinh_vật đẽ phòng_trừ sâu hại cây trổng . 
1987	việt nam phật_giáo sử luận . in lần thứ 2
1987	phô tôi những ngày nổi_dậy ; bìa và minh_họa của lưu yên .
1987	văn_học việt nam : nửa cuôi thè kỷ xix . tái_bản có bổ_sung và sứa chữa .
1987	 văn_học việt nam : nứa cuôi thê kỷ xviii , nứa đẩu thề kỷ xix . 
1987	 thành_ngữ tièng việt ; với sự cộng_tác cúa . nguyễn đãng châu , phạm vãn thứ , bùi duy_tân . 
1987	vể bác hổ in lần thứ 2
1987	 đại_nghĩa thắng hung_tàn : những người trẻ làm_nên lịch sứ . v . [ 3 ] + hà_nội , thanh_niên , 1984 + ds556.54 . 
1987	việt nam ba lẩn đánh nguyên toàn_thắng .
1987	 tự_điển học_sinh ( cap ii ) ; ban biên_tập , đỗ hữu châu and others ; với sự cộng_tác của lê quang bảo and others ; minh_họa trình bảy hổng kỳ , văn_thơ . in lần thứ 2 . 
1987	chính_sách vãn hóa giáo_dục ; diễn_văn do bác_sĩ nguyẽn lưu viên đọc trong cuộc họp_báo ngày 27 7 1966 của nội_các chiẽn tranh .
1987	kỳ môn độn giáp .
1987	 tam lược trương tử phòng ( trương lương ) và quân_chính đời đường do lý vệ cộng , lý tĩnh . 
1987	tinh cao_thượng .
1987	xoa_bóp : tăng_cường sức_khỏe phòng_bệnh vá chữa bệnh . in lẩn thứ 2 .
1987	năm hòa bỉnh đầu_tiên : tập truyện_ngắn .
1987	 tôi vãn vể nhà_máy cũ : tập truyện_ngắn , 
1987	miền cháy : tiểu thuyềt .
1987	những ngày lưu_lạc ; bià và minh_họa của hà quang phương .
1987	những người đi từ trong rừng ra : tiểu thuyêt hả nội
1987	cuộc chia_ly màu đồ . sắc cầu vòng : thơ [ của ] nguyễn trọng định .
1987	 từ_điển nga việt : 24,000 tử kèm theo , có bảng tóm_tắt ngữ_pháp tiềng nga . 
1987	cao bá quát .
1987	 mẫy suy_nghĩ một tầm lòng : phê_bình , tiểu_luận . 
1987	rẻo_cao : tập truyện_ngắn . in lẩn thứ 2 có bổ_sung .
1987	nhận_mặt kè thù .
1987	vi tuổi_thơ . in lẩn thứ i .
1987	dược lực học .
1987	 hỏi_đáp vể sinh_lí con_người chúng_ta : thần_kinh , giác_quan . v . [ 6 ] + hà_nội , khoa_học và kỹ_thuật [ 1977 ] + qp38 . 
1987	bức tranh làng : truyện_ngắn .
1987	chủ_tịch hổ chí minh : sự_nghiệp xây_dựng nhà_nước kiểu mới và pháp_luật ỏ ' việt nam .
1987	 nguyễn trãi : ( thư_mục chuyên để biên_soạn nhân_dịp ký niệm 600 năm [ sic ] sinh của nguyễn trãi ) ; bộ vãn hóa và thông_tin , thư_viện quồc gia ; [ biên_soạn , nguyễn ngọc mô ] . 
1987	phan trần truyện .
1987	ds559.916 .
1987	con cóc xẫu xí ; bìa và minh_họa của huy quang .
1987	ngày_xưa . [ an hành lần thứ 2 ] .
1987	lược sử mỹ_thuật việt nam .
1987	một sồ nển mỹ_thuật the giới .
1987	những khuynh_hướng chủ yẽu của hội_họa tư_sản hiện_đại .
1987	vùng điếm lứa : truyện_ngắn .
1987	các chủng_tộc loài_người .
1987	người con đi xa : tập truyện_ngắn .
1987	lựa_chọn : tiểu thuyẽt .
1987	oua những miển đẫt : thơ . in lẩn thứ 1 .
1987	 binh_pháp tinh_hoa : 13 thiên binh_pháp tôn võ tử đồi chiêu các nguyên lỷ hành_binh và các trận đánh lớn của lịch sứ đông tây hiện_đại và cận_đại , nguyễn quang trứ phiên_dịch , luận_giải . 
1987	hue những ngày nổi_dậy .
1987	 tinh_thần sáng chề việt nam . wichita , ks , ngày_nay , cỉ983 . t339 . 
1987	hà_nội tháng tám : hổi ký .
1987	 mẫy kinh_nghiệm công_tác quân_sự địa_phương ờ quân_khu ba . in lần thứ 2 có bổ_sung , sửa_chữa . 
1987	hương bưỏi : tập truyện_ngắn .
1987	trung quõc sau đại_hội lần thứ xii .
1987	ly sơn mùa tới : tập truyện_ngắn và ký .
1987	năm_tháng và tỉnh yêu : truyện_ký . in lẩn thứ 2
1987	nguyễn tài cấn
1987	nguyễn tài cẩn
1987	 cao bá quát , con_người và tư tưó ng . 
1987	lá vỡ dưới chân .
1987	người_tình tuyệt_vời
1987	kinh_đô cũ : hoa lư .
1987	truyện và ký . in lần thứ 2
1987	it ớc má của đẵt . in lần thứ 3 .
1987	nguyễn thị cấm thạnh
1987	 không còn đường nào khác ; hổi ký của nguyên thị định ; trần hương nam , ghi . tái_bản . 
1987	tuần_trăng_mật màu xanh : tiểu_thuyết .
1987	 vòng_tay học_trò : truyện_dài . in lần thứ 4 , tác giá có sửa_chữa , [ s . l . , s . n . 
1987	 làm 102 thứ bánh , mứt vn . 
1987	buổi_sáng . xuẫt bán lẩn thứ 1 .
1987	ngõ cây bàng : tiểu thuyẽt .
1987	 những dâu chẫm phía chân_trời : truyện ngấn , 
1987	cây thông non : tiéu thuyèt .
1987	 hoa cỏ đắng ; bia và minh_họa đặng thị khuê , 
1987	 nhật_ký phnom penh , 
1987	 lịch_sử phong_trào phụ_nữ việt nam . hà_nội ’ phụ_nữ , 1980 1981 . 
1987	thú hoang : truyện_dài .
1987	mặt_trận giữa rửng : truyện_ký .
1987	lâm_sinh học : giáo trinh trung_học lâm_nghiệp .
1987	hạt giong của trời .
1987	nguyễn thụy ứng
1987	tiẽng ngày xanh : truyện_ngắn .
1987	khí_phách và tinh_hoa của dân_tộc .
1987	 thơ_văn nguyên trãi ; tuyền chọn , phan sĩ tân , trần thanh_đạm ; dịch nghĩa và chú_thích thơ chữ hán , đỗ ngọc toại ; dịch thơ chữ hán , khương hữu_dụng . 
1987	 nguyễn trãi , úc trai tập ; bản dịch của hoàng khôi ; phiên_dịch theo phúc khê nguyên_bản . 
1987	 nguyễn trãi , thân thề và sự_nghiệp ; ủy_ban khoa_học_xã_hội việt nam , viện sử_học . 
1987	 nguyễn trãi : thư_mục chọn_lọc , có chú_giải 
1987	nguyễn trãi : thư_mục chuyên để biên_soạn nhân_dịp ký niệm 600 năm ( sic ) sinh cứa nguyễn trãi .
1987	 tự_điển pháp việt ; chủ_biên , đặng đinh thương . 
1987	dòng_sông của xô nét : truyện .
1987	 hạnh và đức thảnh công_dân tôt : lớp năm ; [ hoạ_sĩ , chi xuân , and others , 
1987	nguyễn trọng cổn
1987	núi_non nước ta .
1987	tiềng nói của đổng ruộng hay_là nghê ' nông việt nam qua ca_dao tục_ngữ .
1987	đẵt trắng : tiếu thuyềt . v . [ 1 ]
1987	 thơ : văn_nghệ quân_đội , 1957 1982 . [ s . l . 
1987	con đường của những vì_sao : trường_ca đổng lộc .
1987	 nguyễn trọng tạo , trẩn nhượng , and khuẫt quang thụy . gương_mặt tôi yêu : thơ . 
1987	trên quê_hương những anh_hùng điện ngọc : truyện_ngắn và ký .
1987	kỳ_tích chi lăng . v .
1987	chính_trị cổ_nhân .
1987	hà_nội ta đánh mỹ giói . in lần thứ 3 .
1987	quê_hương : truyện_dài .
1987	sông đà . in lần thứ 2 .
1987	tuyển_tập nguyễn tuân . v . [ 1 ]
1987	lược kháo binh chè việt nam qua các thời_đại [ của ] tiên đàm nguyễn tường phượng .
1987	 tinh yêu làng quê : truyện , 
1987	 sổ_tay từ_ngữ thường dùng : chính_trị , kinh tề , văn_hóa ; bố sung , hiệu_đính , nguyễn kim thản . 
1987	 bên lể những trang sách : bút ký , phê bỉnh văn_học . in lần thứ 1 . 
1987	 suy_nghĩ vê ' văn_học : tiểu_luận , phê binh . 
1987	nứa tháng trong miẽn that sơn .
1987	 mùa hội chim ; tranh , phùng phẩm , 1980 . 
1987	ngọn lửa xanh : tiểu thuyềt .
1987	tho ' văn_phạm văn nghị .
1987	khoa_học lao_động . in lần thứ 2 cỏ bổ_sung .
1987	 lực_lượng_vũ_trang nhân_dân tây_nguyên trong kháng chièn chòng mỹ , cứu nước . 
1987	câu hò vân tiên .
1987	 tỉm hiếu bộ_máy nhà_nước : quồc hội và hội đổng nhà_nước , hội đổng bộ trưồmg . 
1987	những vằn để cơ_bản trong đường lôi công_nghiệp_hóa xã_hội_chủ_nghĩa của đáng .
1987	 vãn đẽ ngoại_khoa trong loét dạ_dày , tá trảng . 
1987	 cuộc dẫu tranh cho hòa binh , thông nhằt , độc_lập , dân_chủ của nhân_dân ta : tiền lên một bước mới ( báo_cáo bố sung của ông nguyễn văn vĩnh , chủ_nhiệm ủy_ban thông nhât đọc tại kỳ họp thứ_hai của quôc hội khóa ii ) . 
1987	hà_nội . [ hà_nội ] văn_hóa .
1987	nguyên vinh phúc a / ií/trần huy bá
1987	 nguyện_vọng thi ' êt tha của nhân_dân việt nam : độc_lập , tự_do , hòa_bình , hữu_nghị . 
1987	mùa xuân : kịch . tái_bản có bổ_sung .
1987	chẩn_đoán bệnh tiêu_hóa gan mạt .
1987	pl4378
1987	hướng_dẫn chẩn_đoán lâm_sàng v . [ 2 ] +
1987	 đẫt nước và lời ca : tập thơ , 1970 1977 . in lẩn thứ 1 . 
1987	a di đà phật .
1987	chị minh khai : truyện .
1987	 bầy phương vỹ khác_thường . [ united states , s . n . 
1987	ngày đôi ta mới lớn : truyện_dài .
1987	nha trang du_lịch
1987	ám mây ngủ . in lần thứ 1 .
1987	bông hổng cài áo .
1987	bưổi : tập truyện . in lần thứ 1
1987	 đạo phật đi vào cuộc_đời , và những tiểu_luận khác [ của ] nhẵt hạnh . [ in lần thứ 2 . 
1987	tô : tập truyện . in lần thứ 1 .
1987	trái_tim mặt tròi : từ chánh niêm đên thiên quán . in lần thứ 1 .
1987	tương_lai thiển học việt nam : thư gứi am chủ am thiên duyệt . in lần thứ 1 .
1987	 tương_lai vãn hóa việt nam : viềt cho thằng cu và con hĩm . in lẩn thứ 1 . paris ; sunnyvale , ca , lả bôi , 1982 . ds556.42 . 
1987	tý ; với mười bôn bức minh_họa của bé thanh tuyển ( bảy tuối ) . in lần thứ 1
1987	công_dân giáo_dục_phổ_thông .
1987	nắng thu : truyện_dài .
1987	tiêng kèn .
1987	 hải_tặc trong vịnh thái lan : bản tường_trình của những thuyển nhân việt nam hiện đang sông trong trại ty nạn , songkhla thái lan . 
1987	công cha như núi trường son .
1987	 dọc đường văn_học : tiếu luận , phê binh . 
1987	 nước lại vể nguổn : truyện_dài ; tựa của cao thề dung . in lẩn thứ 1 . denver , colo . , lion press ; boulder , co , order from kim_anh [ 1982 ] pl4378 . 9 . 
1987	nhiệm_vụ cơ bán và cẫp bách của quản_lý kinh tề : ba nghị quyềt quan_trọng của hội đổng chính_phủ vể quản_lý kinh tề ban_hành nãm 1976 .
1987	 nhiệm_vụ kề hoạch nhà_nước năm 1979 : báo_cáo của hội đổng chính_phủ do đổng chí lê thanh nghị , úy viên bộ_chính_trị trung_ương đảng , phó thủ_tướng chính phù , trinh bày tại kỳ họp thứ_tư , quôc hội khóa vi . 
1987	nhớ ơn bác hổ
1987	 quán_triệt tính_đảng trong mỹ_học và nghệ_thuật . hà_nội , khoa_học xa hôij 973 . hx521 . 
1987	tình_hình quân_sự mỹ ; qua lời thú_nhận của tướng_lĩnh và báo_chí mỹ .
1987	mới
1987	 nhửng đôm lửa : tập truyện_ngắn , á , phi , mỹ la tinh [ của ] nhiểu người dịch ; vũ quần phương giới_thiệu . 
1987	nhừng đổng cỏ thơ ẫu : giai_phẩm họp_mặt chu văn an .
1987	những mẩu chuyện vể thời niên thiều của bác hổ
1987	những nét sơ_lược vể phật_giáo hòa_hảo
1987	những ngày kháng chien
1987	nhừng nhiễm_độc cap thường gập ; chủ_biên vũ đình hải and others .
1987	những phát_hiện mới vể kháo cổ học nảm 1978
1987	 niên_giám hạ_nghị_viện : pháp nhiệm i , việt nam cộng_hòa . 
1987	niên_giám hành chánh : cập nhựt hóa đbn tháng sáu 1959 . việt nam cộng_hòa .
1987	 niên lịch công đàn , 1960 1961 ; nguyễn ngọc linh , chú trương biên_tập . 
1987	cô_giáo sa đéc .
1987	truyện_cổ thái .
1987	 noi bắt_đầu : tập truyện_ngắn của kao sơn and others , 
1987	 nông_dân việt nam tiền lên chủ_nghĩa_xã_hội ; ủy_ban khoa_học_xã_hội việt nam , viện sứ học . 
1987	 bài_thơ pác bó : tièng việt , tiềng tày . 
1987	 đường ta đi : phê_bình , tiểu_luận . 
1987	ký_sự thăm nước lào .
1987	đoạn dường ngoặt ; boòng tàng tập éo .
1987	nữ chièn sĩ xô viềt nghệ tĩnh
1987	núi mọc trong mặt gương : tập thơ miển núi
1987	núi_rừng vào trận : tập thơ
1987	n ước cộng_hòa dân_chủ đức
1987	bác hổ của chúng_ta .
1987	con đường vũ thắng .
1987	 phạm cương , củ chi , huyện anh_hùng , [ s 
1987	rừng và biển : tập truyện_ngắn .
1987	đẵt rộng trời xanh : thơ .
1987	 văn_học_dân_gian thái_bình ; sưu tẩm , biên_soạn , phạm đức duật , trương sĩ hùng , and nguyễn huy hổng . v . [ 1 ] 
1987	thực_hành nội_khoa hô hẫp .
1987	từ hà_nội đền mạc tư khoa : tài_liệu bút ký chính_trị .
1987	nói_chuyện tâm_lý .
1987	mẵy vẫn để vể an_ninh chính_trị và trật_tự an_toàn xã_hội trong tình_hình mới .
1987	 tảng cường công_tác tài_chính , ra_sức phục_vụ nhiệm_vụ cải_tạo và phát_triển kinh tề . 
1987	nhã tập mùa cẩm xanh .
1987	 phạm kim vinh đọc đại tháng mùa xuân , văn tiền dũng . 
1987	 phạm lê hoàn , hổ nga an lẻ tan 
1987	khí_hậu việt nam .
1987	 campuchia , đầt nước yêu_thương , tươi_đẹp , bẵt khuat . hà_nội , khoa_học_xã_hội “ 1980 . ds554.382 . 
1987	trièt học và cuộc đằu tranh ý_thức_hệ : ví một sồ trào_lưu trĩet học tư_sản ' hiện đạf .
1987	lảng thượng cháu : thi_tập .
1987	nói_chuyện chiền tranh tâm_lý .
1987	thi_nhân việt nam hiộn dại .
1987	 công_dân giáo_dục , lớp dệ tam ( chương trinh 1958 ) . 
1987	 phạm thị tự , nguyên khác nhân , and trấn trọng san . công_dân giáo_dục , lớp đệ ngũ . in lẩn thứ 1 
1987	 công_dân giáo_dục , lớpđệ nhị . in lẩn thứ 1 . 
1987	 công_dân giáo_dục , lớp đệ tứ . in lẩn thứ 1 . 
1987	 sách học tièng việt . v . [ 4 ] + hà_nội , giáo_dục , [ 1978 ] + pl4378 . 
1987	hồng đức quôc âm thi_tập . in lãn thử 2 có sứa chừa . hà_nội .
1987	các bạn trẻ hậy đen với âm_nhạc .
1987	tăng_cường lãnh_đạo quản lỷ kinh tề tài_chính .
1987	tử điển kỹ_thuật vô tuyẽn điện_tử ảnh việt .
1987	 công_tác y tẽ và bảo_vệ bà_mẹ , trẻ_em . 
1987	 tổ quoc ta , nhân_dân ta , sự_nghiệp ta và người nghệ_sĩ . 
1987	 tổ quoc ta nhân_dân ta , sự_nghiệp ta và người nghệ_sĩ . in lần thứ 5 cỏ sửa_chữa , bố sung . 
1987	làm_chủ tập_thể lao_động và bảo_vệ tổ quoc xã_hội_chủ_nghĩa .
1987	một sô vân để vể nhà_nước .
1987	sự_nghiệp giáo_dục trong chẽ độ xã_hội chủ nghiã .
1987	vươn tới nhừng đính cao của sự_nghiệp khoa_học và kỹ_thuật .
1987	 sáu trãm năm nguyễn trãi : thơ , văn . 
1987	 sơ_lược vể ảnh hưỏmg trung hoa trong tiêng việt . washington , d . c . 
1987	vần tiẽng việt .
1987	 văn_hóa hoa lộc : kẽt quá nghiên_cứu hai địa điếm khảo_cổ_học ỏ * hoa lộc và phủ lộc , huyện hậu lộc , thanh hóa . quang vãn cây ; với sự cộng_tác của ngô quoc tủy , phạm văn đẫu . 
1987	tho * văn_phạm văn nghi [ của ] nguyễn vản huyên .
1987	những cây có dầu béo ồr việt nam .
1987	 phạm văn phúc , xử_trí cap cứu bỏng 
1987	cuộc hành_trình thứ_hai của prô mê tê .
1987	quòc sứ : lóp ba ; tranh vẽ của huỳnh phú nhiêu .
1987	 quồc sứ : lóp nhi ; trình_bày , huỳnh phú nhiêu . 
1987	đât nước cam pu chia ; lịch_sử và văn_minh .
1987	 nữ thi hảo việt nam . in , lần thứ 1 . 
1987	tâm lỷ học ứng_dụng . in lẩn thử 3 .
1987	truyện_cổ chàm .
1987	 giai_nhân kỳ_ngộ : anh_hùng_ca . phan tây hổ tiên_sinh lịch_sử , huỳnh thủc kháng biên_soạn ; lê văn siêu bình giải và chú_thích . 
1987	phần dẫu_cho một nển sân khâu hiện_thực xã_hội_chủ_nghĩa việt nam .
1987	phẫn đẫu tr < y thảnh đảng_viên cộng sán
1987	phần đẵu xây_dựng nển quồc phòng toàn dân vững_mạnh .
1987	lược sử nước lào .
1987	 lịch triểu hiền chương loại chí ; tổ biên_dịch viện sứ học việt nam , biên_dịch và chú_giải . v . 
1987	phan huy ích
1987	bước đẩu tìm_hiểu lịch_sử kịch_nói việt nam trước cách_mạng tháng tám .
1987	đẫt cát biển việt nam .
1987	dọc đường sô 1 : bút ký .
1987	dựa lưng nỗi chềt : truyện_dài .
1987	tù_binh và hoá bình : bi_ký hòa_bình .
1987	đổng bằng sông cửu long .
1987	^ ^ originalfrom
1987	 lâm đổng , đà lạt . 
1987	 giun_sán ký_sinh trợ động_vật việt nam : ( thành phẩn loài , vị_trí và hệ thòng phân_loại ) . phan thè việt , chủ_biên ; nguyễn thị kỳ , nguyễn thị lê . 
1987	hoa mặt_trời .
1987	 phan trọng cung , đoàn văn thụ , and nguyễn văn chí . ve bét và côn_trùng ký_sinh ờ việt nam . v . [ 1 ] + hà_nội , khoa_học và kỹ_thuật , 1977 + ql757 . 
1987	măng mọc trong lứa . in lần thứ 2 .
1987	vể làng : tập truyện_ngắn . in lẩn thứ 1 .
1987	pháo_đài phiá bắc
1987	 phê_phán chủ_nghĩa_bành_trướng và bá quyển nước_lớn của giới cầm quyển phán động bắc kinh , chú biên , phạm như cương ; ban biên_tập , lê hổng hà , phạm huy châu . 
1987	 phòng_không , không_quân : kỷ sự 
1987	vãn xuôi việt nam trên con đường hiện_thực xâ hội chủ_nghĩa .
1987	 văn_học việt nam chòng mỹ , cứu nước ; chủ_biên , hoàng trung thông . 
1987	món quà tử hạp đức : tập truyện kỷ vẽ công_tác trần quôc toản ; bìa và minh_họa của lưu yên .
1987	 thư_viện . tổng mục_lục và sách dẫn ; các bài luận_văn của 48 so tập_san nghiên_cứu văn sử địa , 153 sồ tạp_chí nghiên_cứu lịch_sử . 
1987	trận điạ ồr đây : tập truyện_ký vể ngành y tẽ .
1987	giăng giắc ru xô .
1987	 phương_hướng , nhiệm_vụ vả mục_tiêu chủ yẽu của kẽ hoạch 5 nảm , 1976 1980 : báo cảo của ban chap hành trung_ương đảng tại đại_hội đại_biểu toàn quồc lần thứ iv do đổng chí phạm vản đổng , úy viên bộ_chính_trị trung_ương đảng , thủ_tướng chính phú , trình_bày . 
1987	 phương_hướng , nhiệm_vụ và mục_tiêu của kẽ hoạch nhà_nước nảm 1977 : báo_cáo của hội đổng chính phù do đổng chí lê thanh nghị , úy viên bộ_chính_trị trung_ương đảng , phó thủ_tướng chính_phủ , trình_bày tại kỳ họp thứ_hai , quôc hội khóa vi . 
1987	hào_khí đổng nai .
1987	học_tập tư tưỏmg vãn nghệ vơlađimia ilitsơ lênin .
1987	 lô tằn , nhà lý_luận văn_học ; biên_tập , vũ_công tien . 
1987	công_tác phụ nừ nội tuyền đầu tổ quòc .
1987	con đường của các vật_nuôi ; bìa và minh_họa của tôn đức lượng .
1987	rừng sáng : tập thơ nhiẽu tác_giả . in lần thứ 1 .
1987	quan âm thị kính
1987	quân_đội việt nam cộng_hòa
1987	quán_triệt nghị quyêt đại_hội lẩn thứ v của đáng vào giáng dạy và nghiên_cứu triềt học .
1987	quảng ngãi chiên thắng
1987	xây_dựng và nhận_diện hình .
1987	rạng_đông thi_tập v
1987	những bông ban tím .
1987	từ_điển việt gia rai .
1987	sầm sét trên đường phô : ký vể cuộc tổng tiền_công vá nối dậy .
1987	 sáng_tác mỹ_thuật , 1978 
1987	 sáng_tác mỹ_thuật , 1979 
1987	 nhạc cổ_điển việt nam . v . [ 1 ] + [ s . l . , s . n . 
1987	sau tẫm màn nhung
1987	hài_kịch sêchxpia . dương tường dịch ; nguyễn đức nam viẽt tiểu_dẫn .
1987	vũ_điệu trong bóng mờ .
1987	đoàn “ voi thép ” trong chiền dịch hoà_bình : đông_xuân 1951 1952 .
1987	sông lô : tiéu thuyềt .
1987	 sồ liệu thồng kê , 1963 ; tổng_cục thông kê 
1987	 sổ_tay chiền sĩ y_học dân_tộc của tổng_cục hậu_cần , cục quân_y . 
1987	 bả chúa hòn : truyện_dài . [ glendale , ca ; distributed by dainamco , 1980 ? ] pl4378 . 
1987	búp sen xanh : tiểu thuyèt ; bìa và minh_họa của văn cao .
1987	trần phú : truyện .
1987	dưới ngọn cờ vinh_quang của đảng : hổi ký .
1987	ký luật của quân_đội nhân_dân ta .
1987	vể nhiệm_vụ công_tác chính_trị trong quân_đội nhân_dân .
1987	 sư_đoàn 304 : ký_sự ; ngươi viềt , hải hô 
1987	 v . [ 3 ] + hà_nội , quân_đội nhân_dân , 1979 + ds558 . 5 . 
1987	 sứ học việt nam trên đường phát_triển [ của ] úy ban khoa_học_xã_hội việt nam , viện sử_học . 
1987	 sử kỷ việt nam của tiểu_ban soạn sách_giáo_khoa binh dân , nha tiếu học vụ . in lẩn thứ 1 . 
1987	sự_thật vể một chính_sách bành_trướng và bá quyẽn
1987	sự_thật vể quan_hệ việt nam_trung quôc trong 30 năm qua .
1987	 hai chị_em : tiếu thuyềt gổm 3 tập ; lê ngô , dịch ; lý khắc cung , hiệu_đính . 
1987	sức_mạnh đoàn kềt ý_chí quyềt thấng
1987	 điạ lý tả ao : điạ đạo_diễn ca ; cao trung [ dịch ] , 
1987	mẵy vằn đẽ vẽ xây_dựng nển thể_dục thể_thao việt nam xã_hội chủ nghiã .
1987	ta shan
1987	tình người : truyện . in lẩn thứ 4 .
1987	tân huyên và phạm thành
1987	tân luật
1987	ngày mới : tiếu thuyềt .
1987	họ cùng thời với những_ai : tiểu thuyềt .
1987	thung_lũng thử_thách : truyện . in lần thứ 1 .
1987	tây hổ chí ; hsi hu chih
1987	 tây_nguyên , lũy thép thành đổng 
1987	con đường và dòng_sông : tập thơ .
1987	tỉm hiểu bộ_máy nhà_nước : viện_kiểm_sát nhân_dân .
1987	vùng chân hòn tàu : tập truyện .
1987	 hiện_trạng và triển_vọng trong sự xử dụng đẫt đai tại miền nam việt nam . [ saigon , s & thông_tin quảng_bá nông_nghiệp , 1965 ] hd890 . 5 . 
1987	tứ_vi đại toàn .
1987	 zen và dưỡng_sinh . in lẩn thứ 3 bổ_túc và tăng trang . lancaster , pa , xuân_thu [ 19 ] rm235 . 
1987	originally published : 3rd ed .
1987	bàn vể thông nhẫt dân_tộc .
1987	 thảm_thực_vật rừng việt nam ( trên quan_điểm hệ_sinh_thái ) . in lẩn thứ 2 , có sứa chửa . 
1987	ba đinh : tiểu thuyèt lịch_sử .
1987	 cười chanh ớt : khi vẹm tới sáigòn . v . [ 1 ] + paris , sudasie , 1980 + pn6222 . 
1987	thắng_lợi oanh_liệt và hào_hùng của dân_tộc ta chông bọn trung quôc xâm_lược .
1987	vể tính dân_tộc trong văn_học ; nguyễn khánh toàn để tựa .
1987	mặt_trăng .
1987	thanh giang ; thành phô chúng_ta
1987	 ltớc mo ’ tuổi_trẻ : truyện nguyễn thị phúc , anh_hùng các lực_lượng_vũ_trang ; bìa và minh_họa của lưu yên . 
1987	vùng tranh chầp : tiểu thuyềt .
1987	dẵu võng trường sơn : thơ .
1987	thơ thanh hái .
1987	 thanh hương , vè đẹp : tập truyện_ngắn , [ s 
