Column1	Column2
1987	tỉm hiéu đường lôi vản nghệ cùa đáng và sự phát triến của văn_học cách_mạng việt nam hiện_đại : giai_đoạn cách_mạng_dân_tộc_dân_chủ nhân_dân . in lần thứ 1 .
1987	hừng đông .
1987	lịch trinh tiền triển . the developments and achievements of the vietnamese veterans legion .
1987	hổi đáp vể lịch sứ đoàn
1987	 hội_nghị hiệp_thương chính_trị thông nhẵt tổ quồc ( 1975 : hổ chí minh city , vietnam ) hội_nghị hiệp_thương chính_trị thông nhât tổ quồc . 
1987	 hội_nghị học_thuật về họa_sĩ nguyễn phan chánh ( 1978 : hanoi , vietnam ) . hội_nghị học_thuật vể họa_sĩ nguyễn phan chánh . 
1987	 hội_nghị nghiên_cứu thời_kỳ lịch_sử hùng vương ( 1968 , hà_nội , vietnam ) hùng vương dựng nước ; ủy_ban khoa_học_xã_hội việt nam , viện khảo_cổ_học . v . 
1987	 hội_nghị “ vần đề thư_tịch hán nôm ” ( 1978 : hanoi , vietnam ) . thư_tịch cổ và nhiệm_vụ mới : ký yều hội_nghị “ vân đê ' thư_tịch hán nôm ” ngày 28 4 1978 tại hà_nội ; úy ban khoa_học_xã_hội việt nam , ban hán nôm . 
1987	hội_thoại việt nga
1987	hỏi vả đáp vể công_tác đảng
1987	hòi và đáp vể tình_hình và nhiệm_vụ trước_mắt ; thuần_phong biên span .
1987	hòi và đáp vể lịch sứ đảng
1987	hổi và đáp vể tinh hỉnh thè giới và chính_sách đôi ngoại của đáng .
1987	ra_sức phẫn đầu để có những thành_tựu mới trong văn_nghệ .
1987	 hổng đức quồc âm thi_tập [ của ] phạm trong điểm , bùi văn nguyên phiên_âm , chủ giải , giới_thiệu . in lần thứ 2 có sứa chửa . 
1987	chị cán_bộ hội : truyện_ký .
1987	đảo yêu_thương ; tiếu thuyềt .
1987	 đây cũng là mặt_trận , hổng dương chú biên với sự cộng_tác cúa đảo cáng , nguyễn cường , nguyễn hùng . 
1987	lá_mầm : tập truyện_ký .
1987	 ỏ  " hai đầu đẫt nước : tập truyện_ký . "
1987	bác hổ trên đẵt nước lê nin .
1987	thời thanh_niên của bác hổ .
1987	tiềng chim đối mùa : truyện và kýt
1987	chân tròi xa : tập truyện_ngắn .
1987	hợp tuyến they văn việt nam
1987	mặt trè tho ’ : tiểu thuyềt .
1987	hui k ’ ai
1987	cao điếm cuồi cùng : tiểu thuyềt . in lần thứ_tư có sửa chừa .
1987	con đường tói sân_bay vũ_trụ .
1987	điện biên phủ : thời_gian và không_gian .
1987	huình tịnh paulus của
1987	việt giáo phục_hưng : giáo_lý cương yẽu . in lần thứ 1 .
1987	đẫt nước lại vào xuân : thơ . in lần thứ 1 .
1987	 điện biên phù : thời_gian và không_gian , 
1987	phía trước lả mặt_trận : truyện và kỷ sự . in lẩn thứ 1 .
1987	trận đánh cuôi cùng ; tập truyện và ký .
1987	những cánh chim đại_bàng .
1987	 cơ sờ ngôn_ngữ_học . v . [ 2 ] + hà_nội , giáo_dục [ 1979 ] + p121 . 
1987	ngã ba : truyện .
1987	ngữ_pháp tiẽng việt hiện_đại .
1987	đổng cò mùa lụt : tập truyện_ký .
1987	đường tới thảnh phô : trường_ca .
1987	một góc biên_cương .
1987	hoa đào đò : truyện_ký vể đổng chí tô hiệu .
1987	 ngôi nhà giữa nắng : thơ [ hà_nội ] tác_phẩm mới , 1978 . 
1987	nơi anh sẽ đen : tiểu thuyềt .
1987	cầu chuyện vể thi_ca . lần thứ 1 .
1987	thơ_văn phan châu trinh .
1987	vĩnh long xưa và nay .
1987	hỉnh luật việt nam và quyển làm_chủ tập_thể của nhân_dân lao_động . [ thành phô hổ chí minh ] [ s . n .
1987	thề chiền nhân_dân . people ’ s strat egy .
1987	 ishikavva , bun ’ yô 
1987	n . and others . sài gòn rực lứa .
1987	 kề hoạch kinh tề , xã_hội nảm 1983 và mức phằn đầu đèn năm 1985 . 
1987	 kềt quá công_tác phòng chông rây nâu ờ các tinh phiá nam , 1977 1979 [ của ] bộ nông_nghiệp . 
1987	 kềt quả nghiên_cứu khoa_học_kỹ_thuật , 1960 1980 [ của ] trạm nghiên_cứu cây nhiệt_đới phủ quỳ . 
1987	 kèt quá nghiên_cứu khoa_học_kỹ_thuật , 1960 1980 [ cứa ] viện công_vụ và cơ giói hóa nông_nghiệp ; người biên_soạn , nguyễn điển , 
1987	 kềt quá nghiên_cứu khoa_học_kỹ_thuật , 1969 1979 của trại thí_nghiệm chè phú_hộ . 
1987	 kẽt quả nghiên_cứu khoa_học_kỹ_thuật , 1969 1979 [ của ] viện cây công nghiêp , cây ăn quá vá cây làm thuôc . 
1987	 kềt quá nghiên_cứu khoa_học_kỹ_thuật , 1969 1979 [ c û a ] viện chăn_nuôi . v . [ 1 ] + [ hà_nội ] nông_nghiệp [ 1979 ] + sf55 . 
1987	 những ngày vui : tiếu thuyễt . [ united states , s . n . 
1987	thoát_ly : tiếu thuyềt .
1987	gửi gió vẽ ' cho nội ; bìa và minh_họa của nguyễn thụ .
1987	khoa_học giáo_dục con_em trong gia_đình / tập_thể biên_soạn ; đức minh chú biên . in lẩn thứ 2 có bổ_sung và chinh lý .
1987	khoa_học với thanh_niên [ của ] c
1987	không được đụng tới việt nam ! : kế chuyện chiên dẫu báo vệ biên_giới phiá bắc .
1987	 khổng minh : tiểu sứ , thi vản âm phù kinh giải_mã tiển khóa binh_pháp bát trận đổ [ cúa ] mã nguyên lương & lê xuân mai , phiên_dịch vá binh chú . 
1987	pui kơ lớ ; bìa và minh_họa của quang thọ .
1987	trong cơn giỏ lôc : tiểu thuyềt .
1987	khùng hoảng của đổng đô_la mỹ
1987	quả nhỏ : thơ . in lẩn thứ 1 .
1987	kiểu nhà mới & nông_thôn
1987	hổn nước với lễ gia_tiên . tu_bổ tại hoa kỳ vói sự cộng_tác [ của ] đặng trương .
1987	nhân chủ .
1987	vể r .
1987	tiẽng quyên : thi_tuyển .
1987	 nguyên_thủy phật_giáo tư tưỏmg luận ; hán dịch , ẫu dương hãn tôn ; việt dịch , thích quảng độ . in lẩn thứ 1 . 
1987	từ một vùng đẫt tổ .
1987	kinh tề thương_nghiệp việt nam [ cúa ] bộ nội_thương . v . [ 1 ]
1987	 boh panuai cham . ngữ_vựng chàm . western cham vocabulary , 
1987	ký_họa vể biên_giới
1987	 ký nguyên mới của đoàn kèt , họp tác việt nam cam pu chia . 
1987	kỷ_niệm 600 năm sinh nguyễn trãi
1987	 kỷ_niệm sâu_sắc chông mỹ , cứu nước : chọn_lọc 
1987	kỹ_thuật thông_tin
1987	 kỳ_tích aó chàm : truyện_ký vể các gương chiền đâu dũng_cảm chông quân trung quôc xâm_lược . v . l . + hà_nội , vãn hoa , 1979 + pl4378 . 
1987	bàn vể cách_mạng tư tưỏmg và văn_hóa & vùng các dân_tộc thiẻu sô .
1987	đồi đáp giỏi ; bia và minh_họa cúa thành chương .
1987	truyện_cổ cao lan .
1987	 điạ lý giao_thông [ của ] ông lâm thanh_liêm , bả lâm thanh_liêm . in lẩn thứ 1 . 
1987	nghệ_thuật múa dân_tộc việt .
1987	 nữ_công thắng lãm : phẩn chề biên món ăn cổ truyển [ của ] hái thượng lãn ông : lê trần đức , viện nghiên cửu đông_y biên_dịch phiên_âm và phụ giải , 
1987	gái một con : tiểu thuyềt tinh cảm xã_hội .
1987	màu áo hoa rừng : truyện_dài tỉnh cảm xã_hội .
1987	chơi_chữ .
1987	 vietnamese . kinh lăng già tâm ẫn ; dịch_giả , thích nữ diệu không . v . [ 1 3 ] + [ s . l . , s . n . 
1987	hoa dừa : thơ .
1987	 tự điến tiêu_chuẩn anh việt . standard pronouncing english vietnamese dictionary : with a guide to vietnamese pronunciation and an outline of vietnamese grammar . rev . ed . [ s . l . , ziên hổng , 198 ] ( hong kong , hong kong youth press ) pl4376 . 
1987	thiên_nhiên việt nam .
1987	khúc nhạc mùa xuân : tập truyện_ký .
1987	 những nãm tháng trôi qua : tập truyện_ngắn , 
1987	đẵt nước vào xuân .
1987	con_người và cuộc sông chiên đãu .
1987	thơ tô hữu : chuyên luân .
1987	thư_mục vể cuộc bành_trướng quôc thổ việt nam . bibliography on vietnamese geo political expansion .
1987	 các dân_tộc đoàn kèt xây_dựng và báo vệ tổ quôc việt nam , xã_hội_chủ_nghĩa . 
1987	cách_mạng tháng mườị với độc_lập dân_tộc và chủ_nghĩa_xã_hội ờ ' việt nam .
1987	chủ nghiã lê nin và cách_mạng việt nam .
1987	chủ_nghĩa_yêu_nước và chủ_nghĩa quòc tề vô_sản .
1987	giai_đoạn mới của cách_mạng và nhiệm_vụ của công_đoàn .
1987	hăng_hái tiền lên dưới ngọn cờ vĩ_đại của cách_mạng tháng mười .
1987	 hiền pháp mới , hiền pháp của chè độ làm_chủ tập_thể xã_hội chủ nghiã . 
1987	học_tập vả vận_dụng sáng_tạo chủ_nghĩa lê nin .
1987	làm_chủ tập thế lả bản chẵt và lĩnh của giai cẫp công_nhân .
1987	 lực_lượng_vũ_trang nhân_dân việt nam anh_hùng , bách_thắng . 
1987	 luôn_luôn làm trọn nghĩa_vụ với đảng , với dân . 
1987	mây vẫn để vể công_tác kiểm_tra cùa đáng .
1987	mây vân để vể đảng cầm quyển .
1987	mẫy vẫn để vể kinh tẽ điạ phương .
1987	một sồ vẫn để cơ bán vể công_nghiệp_hoá xã_hội_chủ_nghĩa . in lần thứ 2 .
1987	một_vài vẫn để trong nhiệm_vụ quôc tề cùa đảng ta .
1987	 nhân_dân lao_động làm_chủ tập_thể là sức_mạnh , lả lực đẩy của chuyên_chính_vô_sản . 
1987	những nhiệm_vụ lịch_sử của phong_trào cộng sán quồc tề .
1987	phần dẫu xây_dựng nước việt nam xã_hội chú nghiâ giàu đẹp .
1987	phát_động quần_chúng xây_dựng quyển lảm chủ tập_thể .
1987	phát_huy quyển làm_chủ tập_thể xây_dựng nhà_nước vững_mạnh .
1987	phát_huy thắng_lợi vĩ_đại tièp tục đưa sự_nghiệp cách_mạng tiên lên .
1987	 tẫt cả vì tổ quôc xã_hội chù nghiã , vì hạnh_phúc của nhân_dân . 
1987	tây_nguyên đoàn kềt tiền lên .
1987	thanh_niên trong sự_nghiệp xây_dựng và bảo_vệ tổ quôc xã_hội_chủ_nghĩa .
1987	tiên bước dưới ngọn cờ cúa đảng .
1987	tiẽn bước theo phương_hướng chiền lược đã vạch ra .
1987	tiẽn lên dưới ngọn cờ cách_mạng tháng mười vĩ_đại .
1987	tien lên dưới ngọn cờ vè vang của đáng .
1987	tiềp tục nghiên_cứu xây_dựng lý_luận quân_sự việt nam .
1987	tỉnh hỉnh thề giới và chính_sách đôi ngoại của chúng_ta .
1987	lê duẩn tình_hình thề giới và nhiệm_vụ quôc tề cúa đáng ta .
1987	tuổi_trẻ anh_hùng xây_dựng và báo vệ tổ quôc việt nam xã_hội chú nghĩa .
1987	vể họp tác hóa nông_nghiệp .
1987	vể làm_chủ tập_thể xã_hội_chủ_nghĩa .
1987	vể quá_trình từ sản xuât nhò lên sản xuẫt lớn xã_hội_chủ_nghĩa .
1987	vể xây_dựng đáng .
1987	 vỉ cả nước , cùng cả nước các tinh đổng bằng sông cứu long hăng_hái vươn lên . 
1987	xây_dựng kinh tề địa_phương vững_mạnh .
1987	vể đường lôi giáo_dục xã_hội chú nghĩa .
1987	quán_triệt và đấy mạnh hơn_nữa việc chẵp hành đường lôi phương_châm xây_dựng đảng .
1987	ra_sức nâng cao chât lượng và đẳy mạnh cuộc vận_động xây_dựng chi_bộ và đảng_bộ cơ “ bòn tôt ” . in lần thứ 2 .
1987	thơ tuyến .
1987	tìm hiéu phương_hướng chủ yều của chiền lược kinh tẽ xã_hội những năm 80 .
1987	khi em tr < y vể : tập thơ .
1987	hương_sen : thơ .
1987	chèt cho tình_yêu : truyện_dài .
1987	chiểu gió .
1987	kinh tình_yêu .
1987	 màu xanh đang lên : truyện_dài . [ s . l . , s . n . 
1987	 như sương long_lanh , [ s . l . , s . n . 
1987	sóc nâu .
1987	thung_lũng tình_yêu .
1987	hoa miển nam [ 1980 ? ] pl4278 . 9 .
1987	công_nhân vói nhiệm_vụ sản xuât lương_thực .
1987	vinh_dự đoán viên : hổi ký về đoàn .
1987	lê huyển trang và lã văn lô
1987	lê khá kb
1987	lê khả kb
1987	bên kia biên_giới : tiểu thuybt .
1987	 người anh_nuôi của đơn_vị , tâp truyện được thưổmg của tạp_chí văn_nghệ . 
1987	bỗng nghe vần “ tháng ” vút lên cao : tiếu luận .
1987	 cây lúa , phương_pháp trổng lúa : lúa_gạo và nển kinh tề nông_nghiệp việt nam . 
1987	 kinh tề xí_nghiệp quán trị điểu hành . saigon , n . t . x . 
1987	kể chuyện giặc_lái b . 52 .
1987	khoa_học bịp .
1987	lộ nguyên_hình bành_trướng .
1987	 hà_nội , quân_đội nhân_dân , 1984 . ds559.915.l4 1984 orien viet 85 197409 53 p . 
1987	vả phát_triển
1987	 rửng sáng , 
1987	 kiền vãn tiểu lục . [ chien wen hsiao lu ] ; dịch_giả , đàm duy tạo . in lẩn thứ 1 . 
1987	lê qúy đôn toàn_tập . v .
1987	vân đài loại ngữ ; trần văn giáp biên_dịch và khảo_thích ; trần văn khang làm sách dẫn ; cao xuân huy_hiệu đính và giới_thiệu .
1987	 đôn . vân đài loại ngữ : việt nam bách_khoa_toàn_thư [ của ] quề đường lê quý đôn ; trần danh lâm viẽt tựa , phạm trọng huyền dể tử , phạm vũ và lẽ hiền dịch và chú_giải . 
1987	chuyện kỹ_thuật trong hội_họa .
1987	 lê thanh nghị , cái tiền công_tác khoán , mó * rộng khoán sán phẩm để thúc_đẩy sản xuẫt , củng cồ hạp tác xã nông_nghiệp . 
1987	nhiệm_vụ và phương_hướng xây_dựng và phát_triển công_nghiệp : báo_cáo tại hội_nghị lần thứ báy của ban châp hành trung_ương đảng lao_động việt nam .
1987	xây_dựng huyện thành đơn_vị kinh tẽ nông công_nghiệp .
1987	thơm hương mái_tóc : thơ .
1987	những tiêng nói thẩm : tập truyện .
1987	thung_lũng không tên : kịch_bản điện_ảnh .
1987	cầm bá thước .
1987	mằy vẵn đề chl đạo và chi huy tác chiên .
1987	 dân ca_lô lô [ của ] lê trung vũ sưu tẩm , biên_soạn , dịch và giới_thiệu . 
1987	 công_dân áo gẫm . fort smith , ar , sông mới [ 197 ] ds556 . 9 . 
1987	nhật_ký một chặng đường : hổi ký cách_mạng .
1987	 sát thát ; tranh , nguyên bích . in lẩn thứ 2 . 
1987	 hành_trình vể thời_đại hùng vương dựng nước , 
1987	 trung_dung thuyẽt ước ; bản dịch của nguyễn duy tinh , 
1987	giáo_trình chữ hán .
1987	nghiên_cứu vể chữ nôm .
1987	tác_phẩm mói
1987	 english vietnamese scientific dictio nary . anh việt khoa_học tự_điển . tái_bản lẩn thứ 2 . [ colorado springs , colo ] rổng tiên , cl981 . q123 . 
1987	cánh rừng ngọn gió : thơ .
1987	di chi khảo_cổ_học đổng đậu .
1987	khâm lâm_sàng thâm kinh .
1987	kinh cầu muông : truyện_dài .
1987	nguyệt đổng xoài : truyện_dài tỉnh cảm .
1987	 vợ thẩy hương : tiểu thuyềt tả_chân , xã_hội , tình cám . 
1987	 vùng bão lứa : truyện_dài . [ united states , s . n . 
1987	 an nam chí lược : quyển thủ ; soạn_giả , lê tắc ] . v . [ 1 ] + 
1987	lịch sứ phong_trào công_nhân và công_đoàn việt nam i 860 1945 : sơ tháo lần thứ nhât [ của ] ban nghiên_cứu lịch_sử công_đoàn việt nam . in lẩn thứ 3 .
1987	lịch_sử quân_đội nhân_dân việt nam
1987	lịch_sử văn_học việt nam
1987	liên_bang cộng_hòa xã_hội chủ nghiã xô viềt
1987	liên xô vĩ_đại [ của ] c
1987	liên xô với đại_hội ô lim pic lẩn thứ xxii [ của ] ùy ban ô lim pic việt nam . hà_nội .
1987	mây tẩn : tuyển_tập đoán văn .
1987	tầu ngựa cù ; truyện_ngắn .
1987	tên đòi .
1987	 những trang sử đẵm mổ hôi của họ ‘ cholon vietnam . ’ cholon , jeanne d ’ arc cholon vietnam parish , cl972 . 
1987	lớp_học của tinh thương : tập truyện_ký vể cháu ngoan bác hổ .
1987	hạnh_phúc trên thề gian .
1987	đường sáng .
1987	chiểu sâu thành phô : tho ' .
1987	cuộc xâm lãng vể văn_hóa và tư tưổrig của đề quôc mĩ tại miển nam việt nam .
1987	 lửa thương_yêu , lứa ngục_tù 
1987	luận_cương chính_trị năm 1930 của đảng
1987	lê đinh chinh : truyện anh_hùng lực_lượng công_an nhân_dân vũ_trang .
1987	vọng_gác tiển tiêu .
1987	 giảng văn . v . [ 1 2 ] + hà_nội , đại_học và trung_học_chuyên_nghiệp , 1982 + pl4378 . 
1987	giải_phẫu tạo hĩnh .
1987	bước đẩu theo đáng ; hổi ký .
1987	cám_ơn thời_gian : tập thơ .
1987	một vùng mặt_trận .
1987	khu mộ cô châu can ; với sự cộng_tác [ của ] trịnh cãn .
1987	mùa thu lớn .
1987	mbu cười : thơ di_cư .
1987	tháng_giêng : truyện_ngắn .
1987	quả trong lòng tay : truyện_ngắn .
1987	 mã giang lân , bê kiên quôc , and trẩn mạnh thường . hoa và dòng_sông : thơ . 
1987	 lĩnh nam dật_sử . [ ling nan i shih ] trần nhật duật dịch ; dịch giá , bùi đàn . in lẩn thứ 1 . v . [ 1 ] + 
1987	 ánh sảng miển nam : truyện_dài ; phòng theo cồt truyện của césar amigo , 
1987	sau khi bão tới : truyện_dài
1987	đổng bạc trắng hoa xoè : tiếu thuyềt .
1987	 góc rửng xinh_xắn : tập truyện_ngắn , viềt về chủ để chông quân trung quôc xâm_lược . 
1987	định loại cá nước_ngọt các tinh phía bắc việt nam .
1987	 tội_ác và cái giá phải trả . hà_nội , thanh_niên ; 1972 . ds559 . 2 . 
1987	pl4378
1987	bên những quả bom chờ nổ : chuyện viềt vẽ anh_hùng lực lưọmg vũ_trang nhân_dân binh_chủng công_binh nguyễn ngọc sâm .
1987	truyện_cổ vân kiểu .
1987	 nhìn qua biên_giới : ký vả truyện , 
1987	tia nấng : tập truyện_ngắn .
1987	lẩn thứ 1
1987	 mồ ' lại tập hổ 80 sơn mỹ : nhân_dịp tưổmg niệm 10 năm ngày đổng bào son mỹ bị giặc mỹ sát_hại , 16 3 1968 — 16 3 1978 . 
1987	 mặt_trận dân_tộc giải_phóng miển nam việt nam : một sô tái liệu vể tuyên_ngôn , chương_trình , lời kêu_gọi của mặt_trận dân_tộc giái phóng miển nam việt nam , của các mặt_trận dân_tộc giải_phóng các miển và của các tổ_chức trong mặt_trận . 
1987	mặt_trận phía sau : tập truyện kỷ_niệm sâu_sắc trong đời bộ_đội .
1987	màu xanh nhớ bác : tập thơ
1987	mẫy vẫn để kinh tề trước_mắt
1987	mẵy vẵn để vẽ then việt bắc
1987	mẹ người anh_hùng
1987	 miển nam việt nam đẵt nước , con_người ; ký_họa của cổ tân long châu and others . v . [ 2 ] + [ hà_nội ] giái phóng , 1967 + n7314 . 
1987	 bài_thơ cho quê_hương , [ s . l . , s . n . 
1987	 bên ni , bên tê . 
1987	cao_nguyên xanh .
1987	tisngđàn tranh : tiểu thuyềt .
1987	trường hận .
1987	trung kỳ 1930 1931
1987	trường hận ca : người vượt biển .
1987	sách_lược xầm lăng của cộng_sản . in lần thứ 2 .
1987	 gầy hoa_cúc : thơ của thàt tiểu muội ; thi vũ để bạt . paris , rừng trúc , 1974 . pl4378.9ĩm63g3 1974 orien viet 84 131289 75p . 
1987	 một sô vẵn để vể tố chức sán xuẫt và quản_lý kinh te ờ huyện ; mai hữu khuê chủ_biên ; nguyễn đình nam , tôn tích thạch . 
1987	một sô vẵn để vẽ tổ_chức và lãnh_đạo trong trường đào_tạo công_nhân kỹ_thuật [ của ] ủy_ban dạy nghể thuộc hội đổng bộ tnrỏmg liên xô .
1987	một sồ văn_kiện của đáng và chính_phủ vể tiểu_công_nghiệp và thủ_công_nghiệp .
1987	 1972 , một năm vĩ_đại 
1987	một nhành xuân : thơ
1987	 một sô đặc điếm của chủ_nghĩa_bành_trướng trung quôc chồng việt nam , lào , cam pu chia . 
1987	một sô văn_kiện của đáng vể công_tác giáo_dục lý_luận và chính_trị : tài_liệu học_tập nghiệp_vụ huẫn học lớp trungcẫp lưu_hành nội_bộ
1987	một_vài vẵn để vẽ phương_thức lãnh_đạo của đảng trong giai_đoạn mới của cách_mạng .
1987	 mười tài_liệu chứng_minh âm_mưu của cộng_sản việt nam tại kampuchea : tháng tám 1969 đền tháng tư 1970 . [ s . l . , s . n . 
1987	tục_ngữ thái .
1987	năm_mươi năm hoạt_động của đảng cộng_sản việt nam [ của ] ban nghiên_cứu lịch_sử đảng trung_ương .
1987	góp bút .
1987	đât miển đông : tiểu thuyềt .
1987	nàng dâu : tập kịch_ngắn
1987	nắng sớm : tập thơ [ của ] nhiểu tác_giả nữ
1987	nghệ_thuật tạo_hình việt nam
1987	mặt_trận đông_bắc sài gòn : ký_sự . in lẩn thứ 2 .
1987	luyện thêm chât thép cho ngòi_bút : bỉnh luận_văn học .
1987	 50 năm , chisn đằu , 50 năm thấng lợi 
1987	 nghị quyêt hội_nghị lần thứ_sáu ban chầp hành trung_ương đáng ( khỏa iv ) vể phương_hướng , nhiệm_vụ phát_triển công_nghiệp hàng_tiêu_dùng và công_nghiệp điạ phương . 
1987	 tự_điển điện và điện tứ anh việt [ của ] nghiêm duy vả một nhóm giáo_sư , kỹ_sư trung_tâm kỹ_thuật . 
1987	của nguyễn thụ
1987	gió mặn : truyện .
1987	ngã ba đẵt đò : truyện_ngắn . in lần thứ 1 .
1987	nguyên đức cảnh ; bìa và minh_họa của đặng đức sinh .
1987	đường tình mẵy trạm : tiếu thuyẽt tinh cảm xã_hội .
1987	long_đong : tiếu thuyềt tình_cảm xã_hội .
1987	mái_tóc dạ hưong : truyện_dài tình cám xã_hội .
1987	nứa gôi cô đcm .
1987	đài_hoa tím : truyện_ký .
1987	từ binh_pháp tôn ngô đền chiền lược nguyên_tử . v .
1987	nghiệp_vụ công_tác đội thiều niên tiển phong hổ chí minh .
1987	 nghiệp_vụ xuầt bán sách [ của ] khoa xuằt bản , trường tuyên huằn trung ưorng . hà_nội , sách_giáo_khoa mác — lê nin , 1979 . z464 . 
1987	nghể đánh ruôc và cách làm mắm ruôc .
1987	 ngô gia văn_phái , nguyễn đức vân , kiểu thu_hoạch . hoàng lê nhẵt thông chí : tiểu thuyẽt lịch_sử . v . [ 1 ] + in lẩn thứ 3 có sửa chửa . 
1987	hương đổng : thơ . in lần thứ 1 .
1987	phim_hoạt_họa việt nam .
1987	pl4378
1987	hoa đổng ; bia và minh_họa của hổ quảng .
1987	 bông hoa cò , mặt gương soi : thơ . 
1987	kỹ_thuật gióng cây rừng .
1987	dòng máu : truyện viềt vễ anh_hùng trẩn cừ .
1987	 đại việt sứ ký toàn thư . cao huy giu phiên_dịch ; đào duy anh hiệu_đính , chú_giải và kháo chứng . v . [ 4 ] + hà_nội , khoa_học_xã_hội [ 1968 ] ds556 . 6 . 
1987	 đại việt sử_ký toàn thư . cao huy giu phiên_dịch ; đào duy anh hiệu dính , chủ giải và kháo chứng . in lần thứ 2 , có sứa chữa . v . 
1987	 đại việt sử_ký toàn thư : dịch theo bán khắc in năm chính hòa thứ 18 ( 1667 ) . v . [ 1 ] + lời giới_thiệu , nguyễn khánh toàn ; kháo cứu vẽ tác giá , văn_bản , tác_phẩm , phan huy lê ; dịch và chủ thích , ngô đức thọ ; hiệu_đính , hà văn tần . 
1987	tử cuộc_đời chiền sĩ ; tiểu_luận phê_bình .
1987	đời nghệ_thuật ngô thị liễu ; lê ngọc cầu ghi .
1987	 thơ_văn ngô thi nhậm ; người dịch , cao xuân huy . v . [ 1 ] + hà_nội , khoa_học_xã_hội , 1978 + pl4378 . 9 . 
1987	 tuyển_tập thơ_văn ngô thi nhậm ; chù biên , cao xuân huy , thạch can ; dịch xuôi vả chú_thích , mai quôc liên , thạch can ; dịch thơ , phú , khương hữu_dụng , ngô linh ngọc 
1987	 ba người ờ một nhà : tập truyện , 
1987	gương_mặt đổng chiêm .
1987	giai cẵp công_nhân việt nam những năm trước khi thành_lập đảng .
1987	 tháng năm , mùa gặt : thơ . 
1987	ở đât hoa lộc .
1987	 đàn cuồc ; bia và minh_họa cúa nguyễn thọ , hoàng hữu , đoàn thanh . 
1987	thi_ca chièn tranh và tình_yêu ; tuyển_tập . [ 8.1 .
1987	như hạt mưa sa : truyện_dài .
1987	ngôi_sao vũ ba_lê : tập truyện_ký
1987	 ngọn cờ giải_phóng : rút những bài đã đãng trong báo “ cờ giải phỏng  " và tạp_chí “ cộng_sản ” xuẫt bán hổi bí_mật ; tựa của trần huy liệu . in lần thứ 5 . "
1987	ngọn đuôc
1987	 ngữ_vựng nguyên_tử năng anh việt , có phẩn đôi chiêu việt anh . bộ giáo_dục và thanh_niên , ủy_ban quồc gia soạn_thảo danh tử chuyên_môn , tiểu_ban nguyên tứ năng . in lẩn thử 1 . [ s . 
1987	nguiễn ngu í
1987	người chièn sỹ
1987	người hà_nội : hổi ký cách_mạng và kháng chiền
1987	người_mẹ hà_nội : truyện_ký ; của nhiểu tác_giả
1987	người_mẹ suôi lũng pô : truyện_ký
1987	ba_lê — mắt bièc môi hổng : tiểu thuyèt gián_điệp .
1987	bắc kinh 72 giờ nghẹt thổ : tiểu thuyềt gián_điệp [ của ] người thứ tám [ i . e . bùi anh tuân ] .
1987	cạm_bẫy trên giông chao phya : tiểu thuyèt gián_điệp .
1987	hận vàng ần độ : tiểu thuyẽt gián_điệp .
1987	 mèo xiêm , cọp thái : tiểu thuyẽt gián_điệp [ của ] người thứ tám [ i . e . bùi anh tuần ] . 
1987	nhà thám tứ cô_đơn : tiểu thuyẽt đen .
1987	núi đá tiên_tri : tiểu thuyềt gián_điệp [ của ] người thứ tám [ i . e . bùi anh tuăn ] .
1987	nguổn sữa trấng : truyện và ký [ của ] nhiễu tác_giả
1987	tự_điển tinh_thể_học nga việt . russko v ’ etnamskii kristallograficheskii slovar .
1987	ngô quyển : truyện lịch_sử .
1987	một sô vẫn để bộ_đội cần biềt vể kinh tề nông_nghiệp .
1987	vể chủ_nghĩa_bành_trướng đại hán trong lịch_sử .
1987	người ờ thượng_nguồn : tiểu thuyềt .
1987	đổng bạc việt nam và các vãn để liên_hệ .
1987	hương : tiểu thuyềt .
1987	những ngày đã qua : tiểu thuyềt .
1987	trạng trinh nguyễn blnh khiêm thi_tập [ của ] ; hoàng xuân sưu_tập và chú dãn .
1987	anh là chiền sĩ .
1987	những bài chọn_lọc vẽ quân_sự .
1987	hoa địa_ngục . english & viet namese . selections . flowers from hell ; hoa địa_ngục ; a bilingual edition of poems selected and translated from the vietnamese by huỳnh sanh thông
1987	khi dòng_sông ra đèn cửa : tập truyện vả ký .
1987	thơ tình
1987	đường tới chân_trời : tự_truyện .
1987	thăm đầt nước cu ba anh_hùng .
1987	 hỏi chuyện các nhà_văn : nguyễn đình thi , chu văn , bùi hiển , tô hoài , tú mỡ , tè hanh . 
1987	 người cập rằng hầm xây lúa ; trình_bày và minh_họa , mai long . 
1987	nhớ và ghi .
1987	 thơ chữ hán nguyễn du . nhóm biên_soạn , lê thước and others . in lẩn thứ 2 . 
1987	truyện kiểu .
1987	bệnh_lý ngoại_khoa gan — mật thường gặp ờ việt nam .
1987	phẫu_thuật õng tiêu_hóa .
1987	 hướng_dẫn xử_trí vềt thương ; thư_ký biên_soạn , đặng kim châu . 
1987	phóng_sự 30 4 75 : thơ .
1987	lão tử tinh_hoa . lao tzu ching hua .
1987	 phật họẹ tinh_hoa . for hs ü eh ching hua . fort smith , ar , sông mới [ 198 ] bq40i8 . 
1987	để thám : con hùm yên thề saigon
1987	thuyềt sinh_vật_học mít su rin .
